"Ramo","Póliza","Endoso","Fecha emisión","Inicio de Vigencia","Moneda","Total","Tipo Mov."
"04","3190200120","000000","2019-10-21","2019-10-21","00","74404.24","Poliza"
"04","3190195426","112374","2019-10-21","2019-09-23","00","12638.15","Rehabilitacion"
"04","3190195429","112373","2019-10-21","2019-09-23","00","10431.50","Rehabilitacion"
"04","3190200341","000000","2019-10-22","2019-10-22","00","40166.74","Poliza"
"04","3190200302","000000","2019-10-22","2019-10-22","00","14402.99","Poliza"
"04","3190200206","000000","2019-10-22","2019-10-22","00","6183.04","Poliza"
"04","3190200524","000000","2019-10-23","2019-10-23","00","6277.62","Poliza"
"04","3190200520","000000","2019-10-23","2019-10-23","00","43204.80","Poliza"
"04","3190200768","000000","2019-10-24","2019-10-24","00","28469.83","Poliza"
"04","3190200767","000000","2019-10-24","2019-10-24","00","7055.00","Poliza"
"04","3190200764","000000","2019-10-24","2019-10-24","00","10705.87","Poliza"
"04","3190200761","000000","2019-10-24","2019-10-24","00","10705.87","Poliza"
"04","3190200754","000000","2019-10-24","2019-10-24","00","10705.87","Poliza"
"04","3190200646","000000","2019-10-24","2019-10-24","00","9734.30","Poliza"
"04","3190200631","000000","2019-10-24","2019-10-24","00","13883.33","Poliza"
"04","3190200605","000000","2019-10-24","2019-10-24","00","13219.93","Poliza"
"04","3190200587","000000","2019-10-24","2019-10-24","00","6637.93","Poliza"
"04","3190200904","000000","2019-10-25","2019-10-25","00","64969.02","Poliza"
"04","3190200903","000000","2019-10-25","2019-10-25","00","66941.29","Poliza"
"04","3190200892","000000","2019-10-25","2019-10-25","00","7273.14","Poliza"
"04","3190200885","000000","2019-10-25","2019-10-25","00","7212.20","Poliza"
"04","3190200861","000000","2019-10-25","2019-10-25","00","23155.65","Poliza"
"04","3190200843","000000","2019-10-25","2019-10-25","00","12268.65","Poliza"
"04","3190200837","000000","2019-10-25","2019-10-26","00","33963.91","Poliza"
"04","3190196319","293223","2019-10-26","2019-09-27","00","-12949.29","Anulacion"
"04","0003610392","000000","2019-10-28","2019-10-25","00","238807.48","Poliza"
"04","3190201150","000000","2019-10-28","2019-11-02","00","13059.45","Poliza"
"04","0003610247","000000","2019-10-28","2019-10-25","00","7292.65","Poliza"
"04","3190201078","000000","2019-10-28","2019-10-28","00","4848.45","Poliza"
"04","3190201371","000000","2019-10-29","2019-10-29","00","38193.78","Poliza"
"04","3190201354","000000","2019-10-29","2019-10-29","00","88473.11","Poliza"
"04","3190201303","000000","2019-10-29","2019-10-29","00","14682.73","Poliza"
"04","0003611611","000000","2019-10-30","2019-10-30","00","13871.37","Poliza"
"04","0003611608","000000","2019-10-30","2019-10-30","00","13753.41","Poliza"
"04","0003611606","000000","2019-10-30","2019-10-30","00","13871.37","Poliza"
"04","0003611598","000000","2019-10-30","2019-10-30","00","13753.41","Poliza"
"04","0003611593","000000","2019-10-30","2019-10-30","00","16741.89","Poliza"
"04","3190201530","000000","2019-10-30","2019-10-30","00","7273.14","Poliza"
"04","3190201492","000000","2019-10-30","2019-10-30","00","38692.68","Poliza"
"04","3190201451","000000","2019-10-30","2019-10-30","00","7154.50","Poliza"
"04","3190201680","000000","2019-10-31","2019-10-31","00","119049.35","Poliza"
"04","0003611856","000000","2019-10-31","2019-10-30","00","13753.41","Poliza"
"04","0003611853","000000","2019-10-31","2019-10-30","00","13753.41","Poliza"
"04","0003611850","000000","2019-10-31","2019-10-30","00","13753.41","Poliza"
"04","0003611848","000000","2019-10-31","2019-10-30","00","13753.41","Poliza"
"04","0003611844","000000","2019-10-31","2019-10-30","00","13753.41","Poliza"
"04","0003611841","000000","2019-10-31","2019-10-30","00","16741.89","Poliza"
"04","3190201597","000000","2019-10-31","2019-10-31","00","8498.17","Poliza"
"04","3190201586","000000","2019-10-31","2019-10-31","00","7716.55","Poliza"
"04","3190201829","000000","2019-11-01","2019-11-01","00","21323.12","Poliza"
"04","3190201801","000000","2019-11-01","2019-11-01","00","36155.03","Poliza"
"04","3190201742","000000","2019-11-01","2019-11-01","00","8461.26","Poliza"
"04","3190201961","000000","2019-11-02","2019-11-02","00","12930.46","Poliza"
"04","3190202309","000000","2019-11-04","2019-11-04","00","15457.89","Poliza"
"04","3190202114","000000","2019-11-04","2019-11-04","00","25957.41","Poliza"
"04","0003613224","000000","2019-11-04","2019-11-04","00","12353.94","Poliza"
"04","3190202041","000000","2019-11-04","2019-11-04","00","12527.19","Poliza"
"04","3190202450","000000","2019-11-05","2019-11-05","00","102382.75","Poliza"
"04","3190202347","000000","2019-11-05","2019-11-05","00","38034.68","Poliza"
"04","3190202341","000000","2019-11-05","2019-11-05","00","9582.74","Poliza"
"04","3190202701","000000","2019-11-06","2019-11-06","00","88830.19","Poliza"
"04","3190202684","000000","2019-11-06","2019-11-06","00","7316.34","Poliza"
"04","3190202673","000000","2019-11-06","2019-11-06","00","15648.14","Poliza"
"04","3190202812","000000","2019-11-07","2019-11-07","00","20969.41","Poliza"
"04","0003616040","000000","2019-11-08","2019-11-07","00","123029.52","Poliza"
"04","0003615742","336543","2019-11-08","2019-11-08","00","0.00","Sin Prima"
"04","3190203239","000000","2019-11-08","2019-11-08","00","9873.02","Poliza"
"04","3190203215","000000","2019-11-08","2019-11-08","00","6776.78","Poliza"
"04","0003615742","000000","2019-11-08","2019-11-08","00","60891.36","Poliza"
"04","3190195220","237564","2019-11-09","2019-10-20","00","-18068.05","Anulacion"
"04","3190195632","237545","2019-11-09","2019-10-24","00","-19429.41","Anulacion"
"04","3190203332","000000","2019-11-10","2019-11-10","00","42079.88","Poliza"
"04","3190203368","000000","2019-11-11","2019-11-11","00","9670.93","Poliza"
"04","3190205344","000000","2019-11-12","2019-11-12","00","15688.61","Poliza"
"04","3190203215","123049","2019-11-13","2019-11-08","00","3038.91","Rehabilitacion"
"04","3190205419","000000","2019-11-13","2019-11-13","00","58534.12","Poliza"
"04","3190205586","000000","2019-11-14","2019-11-14","00","11165.56","Poliza"
"04","3190205575","000000","2019-11-14","2019-11-14","00","38061.71","Poliza"
"04","3190205833","000000","2019-11-15","2019-11-15","00","5913.70","Poliza"
"04","3190205829","000000","2019-11-15","2019-11-15","00","14682.73","Poliza"
"04","3190205767","000000","2019-11-15","2019-11-15","00","28524.93","Poliza"
"04","3190205725","000000","2019-11-15","2019-11-15","00","27875.93","Poliza"
"04","3190196097","260757","2019-11-16","2019-10-26","00","-19089.18","Anulacion"
"04","3190196421","260749","2019-11-16","2019-10-27","00","-17898.21","Anulacion"
"04","3190199069","260667","2019-11-16","2019-10-14","00","-14359.78","Anulacion"
"04","3190199170","260665","2019-11-16","2019-10-15","00","-14195.13","Anulacion"
"04","3190199171","260664","2019-11-16","2019-10-15","00","-14195.13","Anulacion"
"04","3190199490","260663","2019-11-16","2019-10-16","00","-14359.78","Anulacion"
"04","3190205882","000000","2019-11-18","2019-11-18","00","7519.58","Poliza"
"04","3190205874","000000","2019-11-18","2019-11-18","00","20502.48","Poliza"
"04","3190203215","270784","2019-11-19","2019-11-08","00","-6776.78","Anulacion"
"04","3190203215","270782","2019-11-19","2019-11-08","00","-3038.91","Cancelacion"
"04","0003620346","000000","2019-11-19","2019-11-08","00","8447.78","Poliza"
"04","3190206073","000000","2019-11-20","2019-11-20","00","15335.12","Poliza"
"04","3190206066","000000","2019-11-20","2019-11-20","00","15685.03","Poliza"
"04","0003611841","337815","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611844","337813","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611848","337812","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611850","337811","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611853","337810","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611856","337809","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611593","337808","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611598","337807","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611606","337806","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611608","337805","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","0003611611","337804","2019-11-21","2019-11-21","00","0.00","Sin Prima"
"04","3190197934","276497","2019-11-22","2020-01-04","00","-38249.04","Anulacion"
"04","3190201371","276496","2019-11-22","2019-10-29","00","-38193.78","Anulacion"
"04","3190203368","276495","2019-11-22","2019-11-11","00","-9670.93","Anulacion"
"04","0003594045","288648","2019-11-23","2019-11-03","00","-18068.05","Anulacion"
"04","3190196989","281812","2019-11-23","2019-11-01","00","-19429.41","Anulacion"
"04","3190200302","281759","2019-11-23","2019-10-22","00","-14402.99","Anulacion"
"04","3190200341","281758","2019-11-23","2019-10-22","00","-40166.74","Anulacion"
"04","3190200520","281755","2019-11-23","2019-10-23","00","-43204.80","Anulacion"
"04","3190200768","281754","2019-11-23","2019-10-24","00","-28469.83","Anulacion"
"04","3190206653","000000","2019-11-25","2019-11-25","00","25865.32","Poliza"
"04","3190206649","000000","2019-11-25","2019-11-28","00","10136.10","Poliza"
"04","3190206567","000000","2019-11-25","2019-11-27","00","26822.36","Poliza"
"04","3190206559","000000","2019-11-25","2019-11-25","00","81425.47","Poliza"
"04","3190206505","000000","2019-11-25","2019-11-28","00","36999.28","Poliza"
"04","3190206760","000000","2019-11-26","2019-11-26","00","27007.14","Poliza"
"04","3190206758","000000","2019-11-26","2019-11-26","00","33839.20","Poliza"
"04","3190206757","000000","2019-11-26","2019-11-26","00","49819.32","Poliza"
"04","3190206887","000000","2019-11-27","2019-11-27","00","72686.40","Poliza"
"04","3190206850","000000","2019-11-27","2019-11-27","00","9530.15","Poliza"
"04","3190206830","000000","2019-11-27","2019-11-27","00","14195.13","Poliza"
"04","3190206805","000000","2019-11-27","2019-11-27","00","30375.74","Poliza"
"04","3190207025","000000","2019-11-28","2019-11-28","00","45001.55","Poliza"
"04","3190207022","000000","2019-11-28","2019-11-28","00","21775.75","Poliza"
"04","0003625614","000000","2019-11-28","2019-11-27","00","13219.93","Poliza"
"04","3190207014","000000","2019-11-28","2019-11-28","00","6195.53","Poliza"
"04","0003625234","000000","2019-11-28","2019-11-27","00","6701.41","Poliza"
"04","3190207152","000000","2019-11-29","2019-11-29","00","115149.21","Poliza"
"04","3190207143","000000","2019-11-29","2019-11-29","00","7532.63","Poliza"
"04","3190207130","000000","2019-11-29","2019-11-29","00","13463.90","Poliza"
"04","3190206567","318352","2019-11-29","2019-11-27","00","0.00","Sin Prima"
"04","0003610392","210555","2019-11-30","2019-10-25","00","-238807.48","Anulacion"
"04","3190198421","202804","2019-11-30","2019-11-08","00","-12671.01","Anulacion"
"04","3190200885","202767","2019-11-30","2019-10-25","00","-7212.20","Anulacion"
"04","3190200892","202765","2019-11-30","2019-10-25","00","-7273.14","Anulacion"
"04","3190200903","202764","2019-11-30","2019-10-25","00","-66941.29","Anulacion"
"04","3190200904","202763","2019-11-30","2019-10-25","00","-64969.02","Anulacion"
"04","3190201303","202757","2019-11-30","2019-10-29","00","-14682.73","Anulacion"
"04","3190201354","202755","2019-11-30","2019-10-29","00","-88473.11","Anulacion"
"04","3190201451","202754","2019-11-30","2019-10-30","00","-7154.50","Anulacion"
"04","3190201530","202751","2019-11-30","2019-10-30","00","-7273.14","Anulacion"
"04","3190201586","202749","2019-11-30","2019-10-31","00","-7716.55","Anulacion"
"04","3190201597","202748","2019-11-30","2019-10-31","00","-8498.17","Anulacion"
"04","3190201680","202747","2019-11-30","2019-10-31","00","-119049.35","Anulacion"
"04","3190201829","202746","2019-11-30","2019-11-01","00","-21323.12","Anulacion"
"04","3190202450","202745","2019-11-30","2019-11-05","00","-102382.75","Anulacion"
"04","3190207216","000000","2019-12-01","2019-12-01","00","6218.21","Poliza"
"04","3190207372","000000","2019-12-02","2019-12-03","00","12662.48","Poliza"
"04","3190207485","000000","2019-12-03","2019-12-03","00","41300.99","Poliza"
"04","3190202450","146903","2019-12-03","2019-11-05","00","102382.75","Rehabilitacion"
"04","3190207484","000000","2019-12-03","2019-12-03","00","36052.49","Poliza"
"04","3190207372","213411","2019-12-03","2019-12-03","00","-12662.48","Anulacion"
"04","0003632017","000000","2019-12-03","2019-12-03","00","12712.85","Poliza"
"04","3190207674","000000","2019-12-04","2019-12-04","00","41864.27","Poliza"
"04","3190207672","000000","2019-12-04","2019-12-04","00","11751.96","Poliza"
"04","0003632437","215784","2019-12-04","2019-12-03","00","-10136.10","Anulacion"
"04","0003632727","000000","2019-12-04","2019-12-03","00","10136.10","Poliza"
"04","0003632437","000000","2019-12-04","2019-12-03","00","10136.10","Poliza"
"04","3190207553","000000","2019-12-04","2019-12-04","00","21775.75","Poliza"
"04","3190207857","000000","2019-12-05","2019-12-05","00","72284.46","Poliza"
"04","3190207856","000000","2019-12-05","2019-12-05","00","21404.47","Poliza"
"04","3190207855","000000","2019-12-05","2019-12-05","00","21404.47","Poliza"
"04","3190207810","000000","2019-12-05","2019-12-05","00","8831.58","Poliza"
"04","3190207999","000000","2019-12-06","2019-12-06","00","76326.24","Poliza"
"04","3190207997","000000","2019-12-06","2019-12-06","00","44509.81","Poliza"
"04","3190207992","000000","2019-12-06","2019-12-06","00","9463.00","Poliza"
"04","0003634502","000000","2019-12-06","2019-12-06","00","21347.92","Poliza"
"04","3190205833","218910","2019-12-06","2019-11-15","00","-5913.70","Anulacion"
"04","0003634461","000000","2019-12-06","2019-11-15","00","15747.78","Poliza"
"04","3190207877","000000","2019-12-06","2019-12-06","00","30524.12","Poliza"
"04","0003613224","232133","2019-12-07","2019-11-04","00","-12353.94","Anulacion"
"04","3190201742","224742","2019-12-07","2019-11-01","00","-8461.26","Anulacion"
"04","3190202041","224736","2019-12-07","2019-11-04","00","-12527.19","Anulacion"
"04","3190202114","224735","2019-12-07","2019-11-04","00","-25957.41","Anulacion"
"04","3190202309","224734","2019-12-07","2019-11-04","00","-15457.89","Anulacion"
"04","3190202341","224733","2019-12-07","2019-11-05","00","-9582.74","Anulacion"
"04","3190202673","224732","2019-12-07","2019-11-06","00","-15648.14","Anulacion"
"04","3190202701","224731","2019-12-07","2019-11-06","00","-88830.19","Anulacion"
"04","3190202812","224730","2019-12-07","2019-11-07","00","-20969.41","Anulacion"
"04","3190205419","224729","2019-12-07","2019-11-13","00","-58534.12","Anulacion"
"04","3190205575","224728","2019-12-07","2019-11-14","00","-38061.71","Anulacion"
"04","3190208049","000000","2019-12-08","2019-12-08","00","33927.40","Poliza"
"04","3190208048","000000","2019-12-08","2019-12-08","00","21852.74","Poliza"
"04","3190208192","000000","2019-12-09","2019-12-09","00","39408.05","Poliza"
"04","3190208175","000000","2019-12-09","2019-12-09","00","73763.12","Poliza"
"04","3190201451","150071","2019-12-09","2019-10-30","00","7154.50","Rehabilitacion"
"04","3190202309","149994","2019-12-09","2019-11-04","00","15457.89","Rehabilitacion"
"04","3190208084","000000","2019-12-09","2019-12-09","00","12763.29","Poliza"
"04","3190208675","000000","2019-12-11","2019-12-11","00","5694.67","Poliza"
"04","3190207143","318515","2019-12-11","2019-12-10","00","0.00","Sin Prima"
"04","3190208957","000000","2019-12-13","2019-12-13","00","38227.52","Poliza"
"04","3190208841","000000","2019-12-13","2019-12-13","00","18121.71","Poliza"
"04","3190209023","000000","2019-12-14","2019-12-14","00","53254.10","Poliza"
"04","0003615742","255870","2019-12-14","2019-11-08","00","-60891.36","Anulacion"
"04","3190196108","246268","2019-12-14","2019-11-26","00","-17663.10","Anulacion"
"04","3190203239","246208","2019-12-14","2019-11-08","00","-9873.02","Anulacion"
"04","3190209013","000000","2019-12-14","2019-12-14","00","15504.48","Poliza"
"04","3190209012","000000","2019-12-14","2019-12-14","00","44652.73","Poliza"
"04","3190209050","000000","2019-12-15","2019-12-15","00","40589.94","Poliza"
"04","3190209049","000000","2019-12-15","2019-12-15","00","44082.98","Poliza"
"04","3190209189","000000","2019-12-16","2019-12-16","00","13412.89","Poliza"
"04","3190209419","000000","2019-12-17","2019-12-17","00","29578.21","Poliza"
"04","3190209418","000000","2019-12-17","2019-12-17","00","8381.51","Poliza"
"04","3190206805","123361","2019-12-17","2019-12-16","00","7503.76","Rehabilitacion"
"04","3190209355","000000","2019-12-17","2019-12-17","00","6980.27","Poliza"
"04","3190209627","000000","2019-12-18","2019-12-19","00","11897.85","Poliza"
"04","3190209617","000000","2019-12-18","2019-12-19","00","7989.93","Poliza"
"04","3190209502","000000","2019-12-18","2019-12-18","00","10966.80","Poliza"
"04","3190209783","000000","2019-12-19","2019-12-19","00","20102.41","Poliza"
"04","0003644843","340670","2019-12-19","2019-12-17","00","0.00","Sin Prima"
"04","0003644843","000000","2019-12-19","2019-12-17","00","33616.15","Poliza"
"04","3190209660","000000","2019-12-19","2019-12-19","00","99765.51","Poliza"
"04","3190210071","000000","2019-12-20","2019-12-20","00","34940.08","Poliza"
"04","3190210070","000000","2019-12-20","2019-12-20","00","44577.29","Poliza"
"04","3190210069","000000","2019-12-20","2019-12-20","00","72002.53","Poliza"
"04","3190210064","000000","2019-12-20","2019-12-20","00","21280.70","Poliza"
"04","3190210061","000000","2019-12-20","2019-12-20","00","6539.52","Poliza"
"04","3190206805","318710","2019-12-20","2019-12-18","00","0.00","Sin Prima"
"04","0003577694","278062","2019-12-21","2019-12-05","00","-9479.94","Anulacion"
"04","0003634461","277517","2019-12-21","2019-11-15","00","-15747.78","Anulacion"
"04","3190201801","269386","2019-12-21","2019-12-01","00","-32610.49","Anulacion"
"04","3190205725","269335","2019-12-21","2019-11-15","00","-27875.93","Anulacion"
"04","3190205829","269333","2019-12-21","2019-11-15","00","-14682.73","Anulacion"
"04","3190205882","269331","2019-12-21","2019-11-18","00","-7519.58","Anulacion"
"04","3190206066","269328","2019-12-21","2019-11-20","00","-15685.03","Anulacion"
"04","3190206649","269324","2019-12-21","2019-11-28","00","-10136.10","Anulacion"
"04","3190207014","269322","2019-12-21","2019-11-28","00","-6195.53","Anulacion"
"04","3190210107","000000","2019-12-21","2019-12-21","00","18511.78","Poliza"
"04","3190210105","000000","2019-12-21","2019-12-21","00","18511.78","Poliza"
"04","3190210103","000000","2019-12-21","2019-12-21","00","18511.78","Poliza"
"04","3190210099","000000","2019-12-21","2019-12-21","00","18511.78","Poliza"
"04","3190210097","000000","2019-12-21","2019-12-21","00","18511.78","Poliza"
"04","3190210142","000000","2019-12-22","2019-12-22","00","42408.83","Poliza"
"04","3190210141","000000","2019-12-22","2019-12-22","00","45976.34","Poliza"
"04","3190210127","000000","2019-12-22","2019-12-22","00","11456.45","Poliza"
"04","3190210336","000000","2019-12-23","2019-12-23","00","4810.42","Poliza"
"04","3190210247","000000","2019-12-23","2019-12-23","00","7693.89","Poliza"
"04","3190210147","000000","2019-12-23","2019-12-23","00","20969.41","Poliza"
"04","3190210336","318767","2019-12-24","2019-12-23","00","0.00","Sin Prima"
"04","3190210637","000000","2019-12-26","2019-12-26","00","7735.73","Poliza"
"04","3190210594","000000","2019-12-26","2019-12-26","00","7944.34","Poliza"
"04","3190210557","000000","2019-12-26","2020-01-12","00","23548.57","Poliza"
"04","3190210548","000000","2019-12-26","2019-12-26","00","21257.81","Poliza"
"04","3190201829","164475","2019-12-27","2019-11-01","00","21323.12","Rehabilitacion"
"04","3190201801","164443","2019-12-27","2019-12-01","00","32610.49","Rehabilitacion"
"04","3190209418","318861","2019-12-27","2019-12-27","00","0.00","Sin Prima"
"04","3190210708","000000","2019-12-27","2019-12-27","00","12517.61","Poliza"
"04","3190210702","000000","2019-12-27","2019-12-27","00","13917.53","Poliza"
"04","0003649195","000000","2019-12-27","2019-12-27","00","23057.73","Poliza"
"04","3190210859","000000","2019-12-28","2019-12-28","00","19573.05","Poliza"
"04","3190210998","000000","2019-12-30","2019-12-30","00","7181.59","Poliza"
"04","3190211219","000000","2019-12-31","2019-12-31","00","5904.19","Poliza"
"04","0003625614","207877","2019-12-31","2019-11-27","00","-13219.93","Anulacion"
"04","3190206505","296959","2019-12-31","2019-11-28","00","-36999.28","Anulacion"
"04","3190206559","296958","2019-12-31","2019-11-25","00","-81425.47","Anulacion"
"04","3190206653","296957","2019-12-31","2019-11-25","00","-25865.32","Anulacion"
"04","3190206757","296950","2019-12-31","2019-11-26","00","-49819.32","Anulacion"
